ITEM: TIMESTEP
3000
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.2220000000000001e+01
0.0000000000000000e+00 1.2220000000000001e+01
0.0000000000000000e+00 1.2220000000000001e+01
ITEM: ATOMS id type mass x y z fx fy fz
8 1 26.9815 1.97007 2.12406 4.29656 1.73512 -0.831317 -1.43827
15 1 26.9815 1.98988 3.99468 2.22167 1.61406 -0.723983 -0.187579
38 1 26.9815 4.06907 1.81541 2.1382 1.64536 1.94134 0.847975
53 1 26.9815 4.03027 4.04926 4.10547 1.67776 1.31558 0.957747
6 1 26.9815 -0.136334 2.01227 6.16658 -1.95717 2.28776 0.403144
51 1 26.9815 6.11306 4.29307 2.02091 1.30787 -1.30217 -0.167659
20 1 26.9815 2.08438 5.98391 4.22642 -1.53114 -2.25758 -1.99264
42 1 26.9815 4.12824 2.1092 6.23242 -0.310322 0.796664 -1.41345
54 1 26.9815 4.04805 6.03112 6.13937 -0.739516 1.37483 -0.717848
4 1 26.9815 2.06324 1.98586 0.0689272 1.65121 0.217102 1.32253
44 1 26.9815 6.03405 2.14316 4.05311 -1.46006 0.202797 -1.40049
2 1 26.9815 12.1534 1.99965 2.0196 1.82238 1.91035 -0.60064
55 1 26.9815 6.01433 4.21014 6.23933 -0.780863 -1.39408 -1.34877
17 1 26.9815 12.0587 3.8868 3.99853 -0.558304 -0.362601 2.36887
74 1 26.9815 7.91323 1.8784 2.08417 -0.148746 1.58366 1.62878
80 1 26.9815 10.0171 1.94789 4.00028 -1.39567 -0.638359 0.434396
87 1 26.9815 10.0479 4.07453 2.05248 -1.79131 -2.02005 1.86275
89 1 26.9815 8.01643 4.05608 4.04073 1.71589 -0.628634 1.08172
92 1 26.9815 10.2126 6.01116 3.90099 -1.35907 0.58646 -0.48125
75 1 26.9815 10.147 -0.00637852 1.90059 -0.427363 -0.424004 1.32928
13 1 26.9815 12.4604 3.98905 0.0139246 1.08515 2.25901 1.85605
76 1 26.9815 10.1399 2.14056 0.163227 -0.929081 1.56969 -1.56405
5 1 26.9815 12.271 0.0894946 4.06854 -0.435388 1.0551 -0.113472
39 1 26.9815 6.12385 -0.0394459 2.03422 1.48061 0.779202 -1.52578
41 1 26.9815 4.04188 12.1991 4.01971 0.802269 -0.817086 -0.700511
