ITEM: TIMESTEP
10000
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS pp pp pp
-1.9578770594183226e-02 1.2248561946159853e+01
-1.9578770596053729e-02 1.2248561946157920e+01
-1.9578770596038630e-02 1.2248561946157945e+01
ITEM: ATOMS id type mass x y z vx vy vz
8 1 26.9815 1.91953 1.78092 4.04913 1.60779 -2.21542 0.479456
15 1 26.9815 2.14077 3.97069 2.11366 1.10882 -1.36307 -0.166121
38 1 26.9815 4.09531 2.05359 1.94957 -0.485711 2.44057 -4.9826
53 1 26.9815 4.25143 3.89382 3.9615 0.340049 -2.98813 -4.67768
55 1 26.9815 5.89178 4.1652 6.08823 4.64884 -0.139552 5.62974
17 1 26.9815 0.174459 3.91195 4.31152 -3.75261 -3.69545 6.81851
3 1 26.9815 2.32826 -0.0171493 2.24545 -0.492127 -3.56429 -1.65093
2 1 26.9815 0.0950996 1.59963 1.89026 -3.55574 3.1792 2.71604
14 1 26.9815 0.157411 5.95307 2.16321 0.997378 1.09331 -5.37768
42 1 26.9815 4.16286 1.83839 5.96252 3.06031 -0.631025 -4.79858
19 1 26.9815 2.35579 4.06493 6.04633 -0.57421 4.9426 0.287094
37 1 26.9815 4.1839 0.0392435 -0.0191255 -2.39287 -0.219991 2.74694
44 1 26.9815 6.22691 1.82017 4.02694 -1.12911 -3.50339 -2.25409
51 1 26.9815 6.18197 4.20259 1.94596 1.38756 2.58169 4.61657
74 1 26.9815 8.32179 2.00187 2.08516 -2.32471 0.724048 -3.49312
80 1 26.9815 10.2461 2.11539 4.02324 -1.99613 3.35592 0.804036
87 1 26.9815 10.5259 3.85485 1.95697 0.892342 3.85818 5.89717
89 1 26.9815 8.22371 4.17541 4.20094 2.60756 -3.37188 0.940098
77 1 26.9815 8.39439 0.0750474 4.11658 -0.204103 -5.63703 -1.66534
86 1 26.9815 8.50283 6.03321 1.87109 2.61684 2.73906 7.62113
5 1 26.9815 12.1845 0.0978353 4.19306 -0.364759 5.84784 -3.17302
92 1 26.9815 10.4566 6.0368 3.99579 -0.795217 -2.67921 -0.913827
85 1 26.9815 8.05407 3.96562 0.0488022 -0.849833 -2.11176 3.37724
76 1 26.9815 10.4991 1.98072 0.00440163 -0.373082 5.9616 -2.16064
43 1 26.9815 6.33468 0.0703628 6.0786 -2.69708 4.36768 0.544558
79 1 26.9815 10.2845 0.0644432 6.1067 -0.282785 1.6763 1.05406
41 1 26.9815 4.25347 12.0792 4.02132 1.30137 -5.43666 -3.53871
20 1 26.9815 1.95299 6.1471 4.15059 1.34133 4.14545 3.33808
39 1 26.9815 5.97829 12.1614 2.11283 7.48379 -2.36209 -0.78221
50 1 26.9815 3.9645 6.28862 2.00899 -0.267815 -3.04026 -2.46415
27 1 26.9815 1.92371 8.07484 1.82326 -1.96173 1.32672 -0.56299
32 1 26.9815 1.87664 10.104 4.20837 6.01056 -5.47527 5.28337
62 1 26.9815 3.91305 10.1195 1.95544 -3.76411 2.73005 -1.96983
65 1 26.9815 4.18164 8.27091 4.22808 0.327108 0.516546 2.16376
66 1 26.9815 3.98544 10.171 6.03784 -2.4212 4.16131 1.97891
63 1 26.9815 6.10221 8.26214 2.0211 -2.66043 3.77677 0.162623
26 1 26.9815 0.334584 10.3397 2.18064 -1.74908 -5.11583 5.12196
31 1 26.9815 2.04979 8.25799 6.00658 -0.688613 -4.07345 -3.39092
64 1 26.9815 6.11212 10.325 0.114634 -1.94238 5.17152 -1.16691
16 1 26.9815 2.05338 6.14948 0.0609075 5.81904 0.187227 0.903291
61 1 26.9815 4.05321 8.24717 0.0710794 -0.832684 -0.757158 -5.45942
56 1 26.9815 6.12496 6.19701 4.12789 -3.6145 -1.58541 0.677209
68 1 26.9815 6.19117 10.116 4.10665 -0.856442 2.00563 4.54029
29 1 26.9815 12.1188 8.04972 3.81411 2.45041 2.00562 2.67762
75 1 26.9815 10.1748 12.2112 1.95067 0.3178 2.42386 1.93689
98 1 26.9815 8.1141 10.6435 2.05847 0.908166 2.41398 2.34201
99 1 26.9815 10.2959 8.09526 2.01203 1.35198 -0.558191 2.14319
101 1 26.9815 8.06993 7.98283 3.97168 3.60614 4.20681 -5.04489
