LAMMPS data file via write_data, version 29 Aug 2024, timestep = 30000, units = metal

108 atoms
2 atom types

-0.025538866721023012 12.175538866721183 xlo xhi
-0.0255388667188976 12.175538865718995 ylo yhi
-0.0255388667188976 12.175538865718995 zlo zhi

Masses

1 26.9815385
2 1

Atoms # atomic

8 1 2.0944843047593897 1.8238844080504606 3.9602125180392442 0 0 0
15 1 2.220856905997269 3.9392208795330714 2.0274484264418327 0 0 0
38 1 4.039148340616468 1.9562049227188636 1.9666228802516674 0 0 0
53 1 4.062554323885485 4.143089137750584 4.245302556447366 0 0 0
19 1 1.938617021958401 4.0889633110459735 5.972319802571023 0 0 0
44 1 5.892811167431664 1.8184784579732036 4.086644889955168 0 0 0
6 1 -0.005156468946611367 1.8284147951249052 6.070460763489646 0 0 0
2 1 0.09947189437341564 1.9662855604902225 2.0090521793795837 0 0 0
51 1 6.068257650465217 4.018475355474997 2.0602008284299695 0 0 0
55 1 6.008811146208983 4.0860232350212 6.035041768844103 0 0 0
41 1 3.9479468589101208 -0.023096324133456747 4.043746361095292 0 0 0
20 1 2.08795289951056 6.0741022901619965 3.984990030158038 0 0 0
16 1 2.083849548700931 5.872724134942365 -0.007252111518102566 0 0 0
49 1 4.159615547626401 4.064388642208072 0.03454792903557724 0 0 0
17 1 12.14002918647251 4.007719406163158 3.935838916383432 -1 0 0
40 1 6.175303185645025 1.9523529972079778 0.09675453752444307 0 0 0
74 1 8.14440388083666 1.9958791457028886 2.0885249296801556 0 0 0
80 1 10.181760224129857 1.934405892961869 4.0891295788588895 0 0 0
87 1 10.259592135031522 4.005358672690491 1.9486281951696658 0 0 0
89 1 8.253305333144901 4.047970754387667 4.005577225203913 0 0 0
77 1 7.960152506231076 -0.0061609040281665455 4.093829840366618 0 0 0
86 1 8.201193062647894 6.023284273042369 1.9024174126535212 0 0 0
92 1 10.270315580779835 6.047009400741972 4.089891973083729 0 0 0
75 1 10.06302904001006 0.11107460529154523 2.1244504079396918 0 0 0
13 1 12.13401074334168 4.0657831565683615 0.07925525045792625 -1 0 0
76 1 10.231708185664978 1.9834295114086011 0.02135547198923149 0 0 0
78 1 8.210246681002886 1.9427066840703573 6.052157169703656 0 0 0
50 1 4.21721351397483 6.266562372700893 1.9492474893446172 0 0 0
3 1 2.054527383969244 12.12113257838939 1.899490443904877 0 -1 0
5 1 0.07105447305572339 12.061872058894252 3.829207575377572 0 -1 0
39 1 5.9720872980960875 12.109750951189767 2.180543938198252 0 -1 0
27 1 2.1962667927329207 8.055063772287305 1.9463320964478465 0 0 0
